Library,month,visits
http://datadock.io/kal/data/id/resource/library/Gosforth,2015-08,8173
http://datadock.io/kal/data/id/resource/library/Gosforth,2015-09,8173
http://datadock.io/kal/data/id/resource/library/Gosforth,2015-10,8173
http://datadock.io/kal/data/id/resource/library/Gosforth,2015-11,12727
http://datadock.io/kal/data/id/resource/library/Gosforth,2015-12,12727
http://datadock.io/kal/data/id/resource/library/Gosforth,2016-01,12727
http://datadock.io/kal/data/id/resource/library/Gosforth,2016-02,11141
http://datadock.io/kal/data/id/resource/library/Gosforth,2016-03,11141
http://datadock.io/kal/data/id/resource/library/Gosforth,2016-04,11141
http://datadock.io/kal/data/id/resource/library/Gosforth,2016-05,3995
http://datadock.io/kal/data/id/resource/library/Gosforth,2016-06,3995
http://datadock.io/kal/data/id/resource/library/Gosforth,2016-07,3995
http://datadock.io/kal/data/id/resource/library/Gosforth,2016-08,3246
http://datadock.io/kal/data/id/resource/library/Gosforth,2016-09,3246
http://datadock.io/kal/data/id/resource/library/Gosforth,2016-10,3246
http://datadock.io/kal/data/id/resource/library/Gosforth,2016-11,2942
http://datadock.io/kal/data/id/resource/library/High Heaton,2008-04,0
http://datadock.io/kal/data/id/resource/library/High Heaton,2008-05,0
http://datadock.io/kal/data/id/resource/library/High Heaton,2008-06,0
http://datadock.io/kal/data/id/resource/library/High Heaton,2008-07,0
http://datadock.io/kal/data/id/resource/library/High Heaton,2008-08,0
http://datadock.io/kal/data/id/resource/library/High Heaton,2008-09,4472
http://datadock.io/kal/data/id/resource/library/High Heaton,2008-10,6996
http://datadock.io/kal/data/id/resource/library/High Heaton,2008-11,6996
http://datadock.io/kal/data/id/resource/library/High Heaton,2008-12,6996
http://datadock.io/kal/data/id/resource/library/High Heaton,2009-01,6996
http://datadock.io/kal/data/id/resource/library/High Heaton,2009-02,4889
http://datadock.io/kal/data/id/resource/library/High Heaton,2009-03,5558
http://datadock.io/kal/data/id/resource/library/High Heaton,2009-04,4625
http://datadock.io/kal/data/id/resource/library/High Heaton,2009-05,2656
http://datadock.io/kal/data/id/resource/library/High Heaton,2009-06,2656
http://datadock.io/kal/data/id/resource/library/High Heaton,2009-07,2656
http://datadock.io/kal/data/id/resource/library/High Heaton,2009-08,4719
http://datadock.io/kal/data/id/resource/library/High Heaton,2009-09,4726
http://datadock.io/kal/data/id/resource/library/High Heaton,2009-10,4848
http://datadock.io/kal/data/id/resource/library/High Heaton,2009-11,5020
http://datadock.io/kal/data/id/resource/library/High Heaton,2009-12,3358
http://datadock.io/kal/data/id/resource/library/High Heaton,2010-01,4221
http://datadock.io/kal/data/id/resource/library/High Heaton,2010-02,4433
http://datadock.io/kal/data/id/resource/library/High Heaton,2010-03,4513
http://datadock.io/kal/data/id/resource/library/High Heaton,2010-04,3816
http://datadock.io/kal/data/id/resource/library/High Heaton,2010-05,3727
http://datadock.io/kal/data/id/resource/library/High Heaton,2010-06,2726
http://datadock.io/kal/data/id/resource/library/High Heaton,2010-07,3448
http://datadock.io/kal/data/id/resource/library/High Heaton,2010-08,3708
http://datadock.io/kal/data/id/resource/library/High Heaton,2010-09,3917
http://datadock.io/kal/data/id/resource/library/High Heaton,2010-10,4543
http://datadock.io/kal/data/id/resource/library/High Heaton,2010-11,3610
http://datadock.io/kal/data/id/resource/library/High Heaton,2010-12,2506
http://datadock.io/kal/data/id/resource/library/High Heaton,2011-01,3727
http://datadock.io/kal/data/id/resource/library/High Heaton,2011-02,3640
http://datadock.io/kal/data/id/resource/library/High Heaton,2011-03,4031
http://datadock.io/kal/data/id/resource/library/High Heaton,2011-04,3143
http://datadock.io/kal/data/id/resource/library/High Heaton,2011-05,3691
http://datadock.io/kal/data/id/resource/library/High Heaton,2011-06,3314
http://datadock.io/kal/data/id/resource/library/High Heaton,2011-07,3341
http://datadock.io/kal/data/id/resource/library/High Heaton,2011-08,3357
http://datadock.io/kal/data/id/resource/library/High Heaton,2011-09,3462
http://datadock.io/kal/data/id/resource/library/High Heaton,2011-10,3353
http://datadock.io/kal/data/id/resource/library/High Heaton,2011-11,3266
http://datadock.io/kal/data/id/resource/library/High Heaton,2011-12,2604
http://datadock.io/kal/data/id/resource/library/High Heaton,2012-01,3097
http://datadock.io/kal/data/id/resource/library/High Heaton,2012-02,3285
http://datadock.io/kal/data/id/resource/library/High Heaton,2012-03,2914
http://datadock.io/kal/data/id/resource/library/High Heaton,2012-04,2600
http://datadock.io/kal/data/id/resource/library/High Heaton,2012-05,2758
http://datadock.io/kal/data/id/resource/library/High Heaton,2012-06,2579
http://datadock.io/kal/data/id/resource/library/High Heaton,2012-07,2463
http://datadock.io/kal/data/id/resource/library/High Heaton,2012-08,3989
http://datadock.io/kal/data/id/resource/library/High Heaton,2012-09,3395
http://datadock.io/kal/data/id/resource/library/High Heaton,2012-10,3628
http://datadock.io/kal/data/id/resource/library/High Heaton,2012-11,3475
http://datadock.io/kal/data/id/resource/library/High Heaton,2012-12,2509
http://datadock.io/kal/data/id/resource/library/High Heaton,2013-01,3320
http://datadock.io/kal/data/id/resource/library/High Heaton,2013-02,3367
http://datadock.io/kal/data/id/resource/library/High Heaton,2013-03,3082
http://datadock.io/kal/data/id/resource/library/High Heaton,2013-04,2828
http://datadock.io/kal/data/id/resource/library/High Heaton,2013-05,2806
http://datadock.io/kal/data/id/resource/library/High Heaton,2013-06,2585
http://datadock.io/kal/data/id/resource/library/High Heaton,2013-07,1297
http://datadock.io/kal/data/id/resource/library/High Heaton,2013-08,1534
http://datadock.io/kal/data/id/resource/library/High Heaton,2013-09,1096
http://datadock.io/kal/data/id/resource/library/High Heaton,2013-10,1190
http://datadock.io/kal/data/id/resource/library/High Heaton,2013-11,1168
http://datadock.io/kal/data/id/resource/library/High Heaton,2013-12,908
http://datadock.io/kal/data/id/resource/library/High Heaton,2014-01,1307
http://datadock.io/kal/data/id/resource/library/High Heaton,2014-02,1219
http://datadock.io/kal/data/id/resource/library/High Heaton,2014-03,1090
http://datadock.io/kal/data/id/resource/library/High Heaton,2014-04,1077
http://datadock.io/kal/data/id/resource/library/High Heaton,2014-05,1062
http://datadock.io/kal/data/id/resource/library/High Heaton,2014-06,801
http://datadock.io/kal/data/id/resource/library/High Heaton,2014-07,908
http://datadock.io/kal/data/id/resource/library/High Heaton,2014-08,1129
http://datadock.io/kal/data/id/resource/library/High Heaton,2014-09,909
http://datadock.io/kal/data/id/resource/library/High Heaton,2014-10,824
http://datadock.io/kal/data/id/resource/library/High Heaton,2014-11,845
http://datadock.io/kal/data/id/resource/library/High Heaton,2014-12,845
http://datadock.io/kal/data/id/resource/library/High Heaton,2015-01,845
http://datadock.io/kal/data/id/resource/library/High Heaton,2015-02,1092
http://datadock.io/kal/data/id/resource/library/High Heaton,2015-03,1092
http://datadock.io/kal/data/id/resource/library/High Heaton,2015-04,1092
http://datadock.io/kal/data/id/resource/library/High Heaton,2015-05,992
http://datadock.io/kal/data/id/resource/library/High Heaton,2015-06,992
http://datadock.io/kal/data/id/resource/library/High Heaton,2015-07,992
http://datadock.io/kal/data/id/resource/library/High Heaton,2015-08,919
http://datadock.io/kal/data/id/resource/library/High Heaton,2015-09,919
http://datadock.io/kal/data/id/resource/library/High Heaton,2015-10,919
http://datadock.io/kal/data/id/resource/library/High Heaton,2015-11,992
http://datadock.io/kal/data/id/resource/library/High Heaton,2015-12,992
http://datadock.io/kal/data/id/resource/library/High Heaton,2016-01,992
http://datadock.io/kal/data/id/resource/library/High Heaton,2016-02,971
http://datadock.io/kal/data/id/resource/library/High Heaton,2016-03,971
http://datadock.io/kal/data/id/resource/library/High Heaton,2016-04,971
http://datadock.io/kal/data/id/resource/library/High Heaton,2016-05,1192
http://datadock.io/kal/data/id/resource/library/High Heaton,2016-06,1192
http://datadock.io/kal/data/id/resource/library/High Heaton,2016-07,1192
http://datadock.io/kal/data/id/resource/library/High Heaton,2016-08,1391
http://datadock.io/kal/data/id/resource/library/High Heaton,2016-09,1391
http://datadock.io/kal/data/id/resource/library/High Heaton,2016-10,1391
http://datadock.io/kal/data/id/resource/library/High Heaton,2016-11,1478
http://datadock.io/kal/data/id/resource/library/Jesmond,2008-04,12165
http://datadock.io/kal/data/id/resource/library/Jesmond,2008-05,11865
http://datadock.io/kal/data/id/resource/library/Jesmond,2008-06,11374
http://datadock.io/kal/data/id/resource/library/Jesmond,2008-07,12712
http://datadock.io/kal/data/id/resource/library/Jesmond,2008-08,12538
http://datadock.io/kal/data/id/resource/library/Jesmond,2008-09,13183
http://datadock.io/kal/data/id/resource/library/Jesmond,2008-10,13183
http://datadock.io/kal/data/id/resource/library/Jesmond,2008-11,10647
http://datadock.io/kal/data/id/resource/library/Jesmond,2008-12,8574
http://datadock.io/kal/data/id/resource/library/Jesmond,2009-01,11430
http://datadock.io/kal/data/id/resource/library/Jesmond,2009-02,9863
http://datadock.io/kal/data/id/resource/library/Jesmond,2009-03,11340
http://datadock.io/kal/data/id/resource/library/Jesmond,2009-04,10224
http://datadock.io/kal/data/id/resource/library/Jesmond,2009-05,11452
http://datadock.io/kal/data/id/resource/library/Jesmond,2009-06,7631
http://datadock.io/kal/data/id/resource/library/Jesmond,2009-07,8155
http://datadock.io/kal/data/id/resource/library/Jesmond,2009-08,7832
http://datadock.io/kal/data/id/resource/library/Jesmond,2009-09,8670
http://datadock.io/kal/data/id/resource/library/Jesmond,2009-10,8828
http://datadock.io/kal/data/id/resource/library/Jesmond,2009-11,7939
http://datadock.io/kal/data/id/resource/library/Jesmond,2009-12,5216
http://datadock.io/kal/data/id/resource/library/Jesmond,2010-01,7607
http://datadock.io/kal/data/id/resource/library/Jesmond,2010-02,7360
http://datadock.io/kal/data/id/resource/library/Jesmond,2010-03,8480
http://datadock.io/kal/data/id/resource/library/Jesmond,2010-04,8022
http://datadock.io/kal/data/id/resource/library/Jesmond,2010-05,7662
http://datadock.io/kal/data/id/resource/library/Jesmond,2010-06,7222
http://datadock.io/kal/data/id/resource/library/Jesmond,2010-07,9663
http://datadock.io/kal/data/id/resource/library/Jesmond,2010-08,8109
http://datadock.io/kal/data/id/resource/library/Jesmond,2010-09,8325
http://datadock.io/kal/data/id/resource/library/Jesmond,2010-10,8106
http://datadock.io/kal/data/id/resource/library/Jesmond,2010-11,7953
http://datadock.io/kal/data/id/resource/library/Jesmond,2010-12,4860
http://datadock.io/kal/data/id/resource/library/Jesmond,2011-01,7178
http://datadock.io/kal/data/id/resource/library/Jesmond,2011-02,6798
http://datadock.io/kal/data/id/resource/library/Jesmond,2011-06,4423
http://datadock.io/kal/data/id/resource/library/Jesmond,2011-07,6469
http://datadock.io/kal/data/id/resource/library/Jesmond,2011-08,7142
http://datadock.io/kal/data/id/resource/library/Jesmond,2011-09,7562
http://datadock.io/kal/data/id/resource/library/Jesmond,2011-10,7687
http://datadock.io/kal/data/id/resource/library/Jesmond,2011-11,6911
http://datadock.io/kal/data/id/resource/library/Jesmond,2011-12,5130
http://datadock.io/kal/data/id/resource/library/Jesmond,2012-01,6466
http://datadock.io/kal/data/id/resource/library/Jesmond,2012-02,6280
http://datadock.io/kal/data/id/resource/library/Jesmond,2012-03,7713
http://datadock.io/kal/data/id/resource/library/Jesmond,2012-04,6629
http://datadock.io/kal/data/id/resource/library/Jesmond,2012-05,10343
http://datadock.io/kal/data/id/resource/library/Jesmond,2012-06,5860
http://datadock.io/kal/data/id/resource/library/Jesmond,2012-07,5953
http://datadock.io/kal/data/id/resource/library/Jesmond,2012-08,6106
http://datadock.io/kal/data/id/resource/library/Jesmond,2012-09,6111
http://datadock.io/kal/data/id/resource/library/Jesmond,2012-10,6623
http://datadock.io/kal/data/id/resource/library/Jesmond,2012-11,6386
http://datadock.io/kal/data/id/resource/library/Jesmond,2012-12,4510
http://datadock.io/kal/data/id/resource/library/Jesmond,2013-01,6455
http://datadock.io/kal/data/id/resource/library/Jesmond,2013-02,5986
http://datadock.io/kal/data/id/resource/library/Jesmond,2013-03,6030
http://datadock.io/kal/data/id/resource/library/Jesmond,2013-04,5805
http://datadock.io/kal/data/id/resource/library/Jesmond,2013-05,6013
http://datadock.io/kal/data/id/resource/library/Jesmond,2013-06,5514
http://datadock.io/kal/data/id/resource/library/Kenton,2008-04,3679
http://datadock.io/kal/data/id/resource/library/Kenton,2008-05,3683
http://datadock.io/kal/data/id/resource/library/Kenton,2008-06,3683
http://datadock.io/kal/data/id/resource/library/Kenton,2008-07,3683
http://datadock.io/kal/data/id/resource/library/Kenton,2008-08,3016
http://datadock.io/kal/data/id/resource/library/Kenton,2008-09,3016
http://datadock.io/kal/data/id/resource/library/Kenton,2008-10,3016
http://datadock.io/kal/data/id/resource/library/Kenton,2008-11,3891
http://datadock.io/kal/data/id/resource/library/Kenton,2008-12,3891
http://datadock.io/kal/data/id/resource/library/Kenton,2009-01,3891
http://datadock.io/kal/data/id/resource/library/Kenton,2009-02,2886
http://datadock.io/kal/data/id/resource/library/Kenton,2009-03,2886
http://datadock.io/kal/data/id/resource/library/Kenton,2009-04,2886
http://datadock.io/kal/data/id/resource/library/Kenton,2009-05,4567
http://datadock.io/kal/data/id/resource/library/Kenton,2009-06,4567
http://datadock.io/kal/data/id/resource/library/Kenton,2009-07,4567
http://datadock.io/kal/data/id/resource/library/Kenton,2009-08,4489
http://datadock.io/kal/data/id/resource/library/Kenton,2009-09,4489
http://datadock.io/kal/data/id/resource/library/Kenton,2009-10,4489
http://datadock.io/kal/data/id/resource/library/Kenton,2009-11,5785
http://datadock.io/kal/data/id/resource/library/Kenton,2009-12,5785
http://datadock.io/kal/data/id/resource/library/Kenton,2010-01,5785
http://datadock.io/kal/data/id/resource/library/Kenton,2010-02,5265
http://datadock.io/kal/data/id/resource/library/Kenton,2010-03,5265
http://datadock.io/kal/data/id/resource/library/Kenton,2010-04,5265
http://datadock.io/kal/data/id/resource/library/Kenton,2010-05,5421
http://datadock.io/kal/data/id/resource/library/Kenton,2010-06,5421
http://datadock.io/kal/data/id/resource/library/Kenton,2010-07,5421
http://datadock.io/kal/data/id/resource/library/Kenton,2010-08,5802
http://datadock.io/kal/data/id/resource/library/Kenton,2010-09,5802
http://datadock.io/kal/data/id/resource/library/Kenton,2010-10,5802
http://datadock.io/kal/data/id/resource/library/Kenton,2010-11,5113
http://datadock.io/kal/data/id/resource/library/Kenton,2010-12,5113
http://datadock.io/kal/data/id/resource/library/Kenton,2011-01,5113
http://datadock.io/kal/data/id/resource/library/Kenton,2011-02,4719
http://datadock.io/kal/data/id/resource/library/Kenton,2011-03,4719
http://datadock.io/kal/data/id/resource/library/Kenton,2011-04,4719
http://datadock.io/kal/data/id/resource/library/Kenton,2011-05,5772
http://datadock.io/kal/data/id/resource/library/Kenton,2011-06,5772
http://datadock.io/kal/data/id/resource/library/Kenton,2011-07,5772
http://datadock.io/kal/data/id/resource/library/Kenton,2011-11,4892
http://datadock.io/kal/data/id/resource/library/Kenton,2011-12,4892
http://datadock.io/kal/data/id/resource/library/Kenton,2012-01,4892
http://datadock.io/kal/data/id/resource/library/Kenton,2012-02,4420
http://datadock.io/kal/data/id/resource/library/Kenton,2012-03,4420
http://datadock.io/kal/data/id/resource/library/Kenton,2012-04,4420
http://datadock.io/kal/data/id/resource/library/Kenton,2012-05,2882
http://datadock.io/kal/data/id/resource/library/Kenton,2012-06,2882
http://datadock.io/kal/data/id/resource/library/Kenton,2012-07,2882
http://datadock.io/kal/data/id/resource/library/Kenton,2012-08,3128
http://datadock.io/kal/data/id/resource/library/Kenton,2012-09,3128
http://datadock.io/kal/data/id/resource/library/Kenton,2012-10,3128
http://datadock.io/kal/data/id/resource/library/Kenton,2012-11,4247
http://datadock.io/kal/data/id/resource/library/Kenton,2012-12,4247
http://datadock.io/kal/data/id/resource/library/Kenton,2013-01,4247
http://datadock.io/kal/data/id/resource/library/Kenton,2013-02,4104
http://datadock.io/kal/data/id/resource/library/Kenton,2013-03,4104
http://datadock.io/kal/data/id/resource/library/Kenton,2013-04,4104
http://datadock.io/kal/data/id/resource/library/Kenton,2013-05,2370
http://datadock.io/kal/data/id/resource/library/Kenton,2013-06,2370
http://datadock.io/kal/data/id/resource/library/Kenton,2013-07,2370
http://datadock.io/kal/data/id/resource/library/Kenton,2013-08,4446
http://datadock.io/kal/data/id/resource/library/Kenton,2013-09,4446
http://datadock.io/kal/data/id/resource/library/Kenton,2013-10,4446
http://datadock.io/kal/data/id/resource/library/Kenton,2013-11,5768
http://datadock.io/kal/data/id/resource/library/Kenton,2013-12,5768
http://datadock.io/kal/data/id/resource/library/Kenton,2014-01,5768
http://datadock.io/kal/data/id/resource/library/Kenton,2014-02,5703
http://datadock.io/kal/data/id/resource/library/Kenton,2014-03,5703
http://datadock.io/kal/data/id/resource/library/Kenton,2014-04,5703
http://datadock.io/kal/data/id/resource/library/Kenton,2014-05,4658
http://datadock.io/kal/data/id/resource/library/Kenton,2014-06,4658
http://datadock.io/kal/data/id/resource/library/Kenton,2014-07,4658
http://datadock.io/kal/data/id/resource/library/Kenton,2014-08,5434
http://datadock.io/kal/data/id/resource/library/Kenton,2014-09,5434
http://datadock.io/kal/data/id/resource/library/Kenton,2014-10,5434
http://datadock.io/kal/data/id/resource/library/Kenton,2014-11,7059
http://datadock.io/kal/data/id/resource/library/Kenton,2014-12,7059
http://datadock.io/kal/data/id/resource/library/Kenton,2015-01,7059
http://datadock.io/kal/data/id/resource/library/Kenton,2015-02,4221
http://datadock.io/kal/data/id/resource/library/Kenton,2015-03,4221
http://datadock.io/kal/data/id/resource/library/Kenton,2015-04,4221
http://datadock.io/kal/data/id/resource/library/Kenton,2015-05,3848
http://datadock.io/kal/data/id/resource/library/Kenton,2015-06,3848
http://datadock.io/kal/data/id/resource/library/Kenton,2015-07,3848
http://datadock.io/kal/data/id/resource/library/Kenton,2015-08,3493
http://datadock.io/kal/data/id/resource/library/Kenton,2015-09,3493
http://datadock.io/kal/data/id/resource/library/Kenton,2015-10,3493
http://datadock.io/kal/data/id/resource/library/Kenton,2015-11,3887
http://datadock.io/kal/data/id/resource/library/Kenton,2015-12,3887
http://datadock.io/kal/data/id/resource/library/Kenton,2016-01,3887
http://datadock.io/kal/data/id/resource/library/Kenton,2016-02,3185
http://datadock.io/kal/data/id/resource/library/Kenton,2016-03,3185
http://datadock.io/kal/data/id/resource/library/Kenton,2016-04,3185
http://datadock.io/kal/data/id/resource/library/Kenton,2016-05,1049
http://datadock.io/kal/data/id/resource/library/Kenton,2016-06,1049
http://datadock.io/kal/data/id/resource/library/Kenton,2016-07,1049
http://datadock.io/kal/data/id/resource/library/Kenton,2016-08,1855
http://datadock.io/kal/data/id/resource/library/Kenton,2016-09,1855
http://datadock.io/kal/data/id/resource/library/Kenton,2016-10,1855
http://datadock.io/kal/data/id/resource/library/Kenton,2016-11,2080
http://datadock.io/kal/data/id/resource/library/Mobile,2008-04,827
http://datadock.io/kal/data/id/resource/library/Mobile,2008-05,810
http://datadock.io/kal/data/id/resource/library/Mobile,2008-06,813
http://datadock.io/kal/data/id/resource/library/Mobile,2008-07,813
http://datadock.io/kal/data/id/resource/library/Mobile,2008-08,813
http://datadock.io/kal/data/id/resource/library/Mobile,2008-09,813
http://datadock.io/kal/data/id/resource/library/Mobile,2008-10,813
http://datadock.io/kal/data/id/resource/library/Mobile,2008-11,815
http://datadock.io/kal/data/id/resource/library/Mobile,2008-12,815
http://datadock.io/kal/data/id/resource/library/Mobile,2009-01,815
http://datadock.io/kal/data/id/resource/library/Mobile,2009-02,774
http://datadock.io/kal/data/id/resource/library/Mobile,2009-03,774
http://datadock.io/kal/data/id/resource/library/Mobile,2009-04,774
http://datadock.io/kal/data/id/resource/library/Mobile,2009-05,702
http://datadock.io/kal/data/id/resource/library/Mobile,2009-06,702
http://datadock.io/kal/data/id/resource/library/Mobile,2009-07,702
http://datadock.io/kal/data/id/resource/library/Mobile,2009-08,750
http://datadock.io/kal/data/id/resource/library/Mobile,2009-09,750
http://datadock.io/kal/data/id/resource/library/Mobile,2009-10,750
http://datadock.io/kal/data/id/resource/library/Mobile,2009-11,628
http://datadock.io/kal/data/id/resource/library/Mobile,2009-12,628
http://datadock.io/kal/data/id/resource/library/Mobile,2010-01,628
http://datadock.io/kal/data/id/resource/library/Mobile,2010-02,758
http://datadock.io/kal/data/id/resource/library/Mobile,2010-03,758
http://datadock.io/kal/data/id/resource/library/Mobile,2010-04,758
http://datadock.io/kal/data/id/resource/library/Mobile,2010-05,745
http://datadock.io/kal/data/id/resource/library/Mobile,2010-06,745
http://datadock.io/kal/data/id/resource/library/Mobile,2010-07,745
http://datadock.io/kal/data/id/resource/library/Mobile,2010-08,1092
http://datadock.io/kal/data/id/resource/library/Mobile,2010-09,1092
http://datadock.io/kal/data/id/resource/library/Mobile,2010-10,1092
http://datadock.io/kal/data/id/resource/library/Mobile,2010-11,1127
http://datadock.io/kal/data/id/resource/library/Mobile,2010-12,1127
http://datadock.io/kal/data/id/resource/library/Mobile,2011-01,1127
http://datadock.io/kal/data/id/resource/library/Mobile,2011-02,923
http://datadock.io/kal/data/id/resource/library/Mobile,2011-03,923
http://datadock.io/kal/data/id/resource/library/Mobile,2011-04,923
http://datadock.io/kal/data/id/resource/library/Mobile,2011-05,1070
http://datadock.io/kal/data/id/resource/library/Mobile,2011-06,1070
http://datadock.io/kal/data/id/resource/library/Mobile,2011-07,1070
http://datadock.io/kal/data/id/resource/library/Mobile,2011-08,1239
http://datadock.io/kal/data/id/resource/library/Mobile,2011-09,1239
http://datadock.io/kal/data/id/resource/library/Mobile,2011-10,1239
http://datadock.io/kal/data/id/resource/library/Mobile,2011-11,849
http://datadock.io/kal/data/id/resource/library/Mobile,2011-12,849
http://datadock.io/kal/data/id/resource/library/Mobile,2012-01,849
http://datadock.io/kal/data/id/resource/library/Mobile,2012-02,763
http://datadock.io/kal/data/id/resource/library/Mobile,2012-03,763
http://datadock.io/kal/data/id/resource/library/Mobile,2012-04,763
http://datadock.io/kal/data/id/resource/library/Moorside,2008-04,1166
http://datadock.io/kal/data/id/resource/library/Moorside,2008-05,1785
http://datadock.io/kal/data/id/resource/library/Moorside,2008-06,1785
http://datadock.io/kal/data/id/resource/library/Moorside,2008-07,1785
http://datadock.io/kal/data/id/resource/library/Moorside,2008-08,958
http://datadock.io/kal/data/id/resource/library/Moorside,2008-09,958
http://datadock.io/kal/data/id/resource/library/Moorside,2008-10,958
http://datadock.io/kal/data/id/resource/library/Moorside,2008-11,949
http://datadock.io/kal/data/id/resource/library/Moorside,2008-12,949
http://datadock.io/kal/data/id/resource/library/Moorside,2009-01,949
http://datadock.io/kal/data/id/resource/library/Moorside,2009-02,1625
http://datadock.io/kal/data/id/resource/library/Moorside,2009-03,1625
http://datadock.io/kal/data/id/resource/library/Moorside,2009-04,1625
http://datadock.io/kal/data/id/resource/library/Moorside,2009-05,1226
http://datadock.io/kal/data/id/resource/library/Moorside,2009-06,1226
http://datadock.io/kal/data/id/resource/library/Moorside,2009-07,1226
http://datadock.io/kal/data/id/resource/library/Moorside,2009-08,802
http://datadock.io/kal/data/id/resource/library/Moorside,2009-09,802
http://datadock.io/kal/data/id/resource/library/Moorside,2009-10,802
http://datadock.io/kal/data/id/resource/library/Moorside,2009-11,884
http://datadock.io/kal/data/id/resource/library/Moorside,2009-12,884
http://datadock.io/kal/data/id/resource/library/Moorside,2010-01,884
http://datadock.io/kal/data/id/resource/library/Moorside,2010-02,776
http://datadock.io/kal/data/id/resource/library/Moorside,2010-03,776
http://datadock.io/kal/data/id/resource/library/Moorside,2010-04,776
http://datadock.io/kal/data/id/resource/library/Moorside,2010-05,1114
http://datadock.io/kal/data/id/resource/library/Moorside,2010-06,1114
http://datadock.io/kal/data/id/resource/library/Moorside,2010-07,1114
http://datadock.io/kal/data/id/resource/library/Moorside,2010-08,971
http://datadock.io/kal/data/id/resource/library/Moorside,2010-09,971
http://datadock.io/kal/data/id/resource/library/Moorside,2010-10,971
http://datadock.io/kal/data/id/resource/library/Moorside,2010-11,598
http://datadock.io/kal/data/id/resource/library/Moorside,2010-12,598
http://datadock.io/kal/data/id/resource/library/Moorside,2011-01,598
http://datadock.io/kal/data/id/resource/library/Moorside,2011-02,966
http://datadock.io/kal/data/id/resource/library/Moorside,2011-03,966
http://datadock.io/kal/data/id/resource/library/Moorside,2011-04,966
http://datadock.io/kal/data/id/resource/library/Moorside,2011-05,949
http://datadock.io/kal/data/id/resource/library/Moorside,2011-06,949
http://datadock.io/kal/data/id/resource/library/Moorside,2011-07,949
http://datadock.io/kal/data/id/resource/library/Moorside,2011-08,1131
http://datadock.io/kal/data/id/resource/library/Moorside,2011-09,1131
http://datadock.io/kal/data/id/resource/library/Moorside,2011-10,1131
http://datadock.io/kal/data/id/resource/library/Moorside,2011-11,836
http://datadock.io/kal/data/id/resource/library/Moorside,2011-12,836
http://datadock.io/kal/data/id/resource/library/Moorside,2012-01,836
http://datadock.io/kal/data/id/resource/library/Moorside,2012-02,1010
http://datadock.io/kal/data/id/resource/library/Moorside,2012-03,1010
http://datadock.io/kal/data/id/resource/library/Moorside,2012-04,1010
http://datadock.io/kal/data/id/resource/library/Moorside,2012-05,1304
http://datadock.io/kal/data/id/resource/library/Moorside,2012-06,1304
http://datadock.io/kal/data/id/resource/library/Moorside,2012-07,1304
http://datadock.io/kal/data/id/resource/library/Moorside,2012-08,782
http://datadock.io/kal/data/id/resource/library/Moorside,2012-09,782
http://datadock.io/kal/data/id/resource/library/Moorside,2012-10,782
http://datadock.io/kal/data/id/resource/library/Moorside,2012-11,1170
http://datadock.io/kal/data/id/resource/library/Moorside,2012-12,1170
http://datadock.io/kal/data/id/resource/library/Moorside,2013-01,1170
http://datadock.io/kal/data/id/resource/library/Moorside,2013-02,1395
http://datadock.io/kal/data/id/resource/library/Moorside,2013-03,1395
http://datadock.io/kal/data/id/resource/library/Moorside,2013-04,1395
http://datadock.io/kal/data/id/resource/library/Moorside,2013-05,949
http://datadock.io/kal/data/id/resource/library/Moorside,2013-06,949
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2008-04,3003
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2008-05,1872
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2008-06,1872
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2008-07,1872
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2008-08,2938
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2008-09,2938
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2008-10,2938
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2008-11,2041
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2008-12,2041
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2009-01,1420
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2009-02,1767
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2009-03,1352
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2009-04,1865
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2009-05,1870
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2009-06,2070
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2009-07,2281
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2009-08,2251
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2009-09,2421
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2009-10,2473
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2009-11,2529
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2009-12,1817
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2010-01,1961
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2010-02,3003
http://datadock.io/kal/data/id/resource/library/Newbiggin Hall,2010-03,3155
